IKIDEN	Country	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	prod10	prod11	prod12	prod13	prod14	prod15	prod16	prod17	prod18	prod19	prod20	prod21	prod22	prod23	prod24	prod25	prod26	prod27	prod28	prod29	prod30	Who	Frequence	When	Taste	Healthy	Pleasure	No preparation	Ways	Guest	Authentic	Not expensive	Supermarket	Deli	Caterer	Fish shop	Market	Mobile van	Everyday	Special	Day snack	Evening snack	Aperitif	Starter	Salad	Cooked meal	Sandwich	Main	Vegetable	Lemon	Bread, butter	Lemon, bread, butter	C. fraîche	C. fraîche with herbs	Fresh cheese	Fresh cheese with herbs	Shallots	Mustard	Butter	Black pepper	Horseradish	Scottish	Norwegian	Atlantic	Irish	Wild	Do not know	Colour	Price	Origin	Brand	Advertising	Glossiness	Packaging	Labelling information	Number slices	Weight	Use by date	Usual brand	Appetising	Firm	Regular	Nice colour	Nice odour	Smooth texture	Firm texture	Greasy mouth	Characteristic taste	Not too salty
5408	Lyon	1,1267	0,6438	0,161	1,1267	1,1267	0,161	1,1267	-1,7705	-0,3219	-1,2876	-0,8048	-2,2534	0,161	-0,8048	-0,8048	0,161	-1,2876	-0,3219	1,1267	-2,2534	-0,3219	0,6438	0,6438	0,161	0,6438	0,6438	1,1267	0,161	1,1267	0,161	Adults	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No
5409	Lyon	0,9714	-1,0043	1,4653	-0,0165	1,4653	0,4775	-1,4983	-0,5104	-0,5104	-0,5104	-0,0165	0,9714	-1,4983	-0,5104	0,9714	-0,5104	0,9714	-1,0043	-0,0165	0,4775	1,4653	-0,0165	1,9593	-1,0043	-1,4983	-1,0043	1,4653	-1,0043	-0,0165	-0,5104	Both	5 to 6 times a year	Only the winter	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Neither	Comp. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No
5410	Lyon	-0,1527	1,5132	1,0967	1,5132	1,0967	-0,5692	0,6802	-1,4021	-0,9856	-1,4021	0,6802	1,5132	-0,9856	-0,5692	1,0967	1,0967	1,5132	-0,9856	-0,9856	-0,5692	-1,4021	1,0967	0,2638	-1,4021	-0,1527	-0,5692	0,2638	-0,1527	-0,5692	-0,5692	Both	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Disa.	Yes	No	No	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	Yes
5411	Lyon	-1,5429	-0,4408	-0,9919	-0,4408	0,6612	0,1102	0,1102	-0,9919	-0,4408	-0,9919	0,6612	1,7633	0,1102	-0,4408	1,2123	-1,5429	0,6612	0,1102	0,6612	1,2123	0,6612	1,2123	0,1102	-0,9919	-0,4408	-0,9919	-0,9919	1,7633	-1,5429	1,7633	Adults	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Neither	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes
5412	Lyon	0,3583	-0,109	0,8256	0,3583	-1,511	0,3583	1,2929	0,8256	0,8256	-1,0437	0,3583	-0,5764	-0,109	0,3583	1,2929	-1,511	1,2929	-1,511	-0,109	-0,5764	-1,511	-1,511	0,8256	1,2929	-1,511	0,3583	0,3583	-1,0437	-0,109	1,7603	Adults	Once a week or more	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Yes	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No
5501	Lyon	1,1054	-2,2669	0,5433	1,1054	-0,0187	0,5433	-0,0187	-2,2669	1,1054	-0,5808	-0,5808	-1,1428	-0,5808	-1,1428	1,1054	-0,0187	-0,0187	1,1054	-0,5808	-0,0187	1,1054	1,1054	0,5433	0,5433	-1,1428	0,5433	-0,5808	1,6674	-1,1428	-0,0187	Both	5 to 6 times a year	Special celebration	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Disa.	Comp. Agree	Most. Agree	Most. Agree	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes
5502	Lyon	0,9755	0,9755	-0,8536	0,5183	-0,8536	0,9755	-0,3963	-0,8536	0,061	0,5183	0,5183	0,5183	0,9755	-1,3109	1,4328	0,061	-0,3963	0,061	-2,2254	-0,3963	-2,2254	-1,3109	-0,8536	-0,8536	0,061	1,4328	0,5183	1,4328	0,5183	0,9755	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Most. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No
5503	Lyon	0,918	0,918	-0,2539	-0,2539	0,3321	-0,8399	-0,2539	-1,4259	1,504	-0,2539	-0,2539	-0,2539	0,918	1,504	-0,8399	0,918	0,3321	-0,8399	-0,2539	1,504	-0,2539	-0,2539	-2,0119	0,918	1,504	0,3321	-2,0119	-1,4259	0,918	-0,8399	Both	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No
5504	Lyon	1,8352	0,745	1,8352	-0,8903	-0,3452	-0,3452	-0,8903	-0,8903	-0,3452	1,2901	-0,8903	-0,8903	0,1999	-0,8903	2,9253	-0,8903	-0,3452	0,1999	0,1999	-0,8903	-0,8903	0,1999	1,2901	0,745	-0,8903	-0,8903	-0,3452	-0,3452	-0,3452	0,745	Both	5 to 6 times a year	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No
5505	Lyon	1,5916	0,5422	0,0175	-1,5566	-0,5072	-0,5072	-2,0813	0,0175	0,0175	-1,5566	1,5916	0,5422	-0,5072	0,5422	1,5916	0,0175	-1,0319	1,5916	0,0175	-1,0319	1,0669	1,0669	-0,5072	0,0175	0,5422	-0,5072	0,0175	1,0669	-1,5566	-0,5072	Both	Once a week or more	All year round	Comp. Agree	Neither	Comp. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No
5506	Lyon	-0,0718	1,0051	-1,1487	-0,0718	1,0051	-0,6103	-0,0718	-0,0718	-0,6103	1,0051	-0,6103	0,4667	1,5436	-1,1487	1,0051	-1,6872	1,5436	-0,6103	-0,0718	-1,1487	-1,1487	-0,0718	0,4667	0,4667	-0,0718	-1,1487	2,0821	1,5436	-0,0718	-1,6872	Both	5 to 6 times a year	All year round	Comp. Agree	Most. Disa.	Comp. Agree	Comp. Disa.	Comp. Agree	Comp. Agree	Comp. Disa.	Neither	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	Yes
5507	Lyon	2,0759	1,5817	-0,3954	-0,3954	-1,3839	0,0989	-0,8897	0,0989	-0,8897	-0,3954	0,5931	1,5817	0,0989	0,5931	-1,3839	-1,3839	0,5931	-0,3954	1,0874	-0,8897	-0,8897	-0,8897	1,5817	-0,8897	-0,8897	1,5817	1,0874	-0,3954	-0,3954	0,0989	Both	5 to 6 times a year	Special celebration	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes
5508	Lyon	0,5019	-1,2353	-0,6563	0,5019	1,0809	-0,0772	1,0809	-0,6563	-0,0772	-0,6563	-1,2353	1,66	1,0809	-0,6563	-0,0772	-1,2353	1,0809	1,0809	1,0809	-0,0772	-1,8144	-0,6563	0,5019	-0,6563	-1,2353	1,66	-1,2353	-0,0772	1,66	-0,6563	Both	Once a month	Only the winter	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes
5509	Lyon	0,8095	-1,0952	0,8095	-0,1429	-0,619	0,8095	-0,1429	-2,0476	-1,0952	0,8095	1,2857	-0,1429	1,2857	-0,619	-2,0476	-0,619	0,8095	0,3333	-0,619	0,8095	1,2857	-0,1429	1,2857	0,3333	-1,0952	0,8095	0,8095	0,8095	-1,0952	-1,5714	Both	5 to 6 times a year	All year round	Comp. Agree	Neither	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Disa.	Neither	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes
5510	Lyon	1,1079	1,8304	-1,7822	0,3853	0,3853	0,3853	-0,3372	-2,5048	-0,3372	0,3853	-0,3372	-1,0597	0,3853	-0,3372	1,1079	-1,0597	0,3853	1,8304	-0,3372	0,3853	-1,0597	-1,0597	-1,0597	1,1079	-0,3372	-0,3372	0,3853	1,1079	-0,3372	1,1079	Both	5 to 6 times a year	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes
5511	Lyon	0,7373	0,7373	-0,0819	1,5565	-0,0819	0,7373	0,7373	-0,0819	-1,7204	-1,7204	0,7373	-0,0819	-0,9012	-0,0819	-0,9012	1,5565	1,5565	-0,0819	-0,0819	-1,7204	0,7373	-0,9012	0,7373	-0,9012	-1,7204	1,5565	0,7373	-0,9012	-0,0819	-0,0819	Both	Once a month	Only the winter	Most. Agree	Neither	Most. Agree	Most. Disa.	Most. Agree	Comp. Agree	Neither	Neither	Yes	No	Yes	No	No	No	Yes	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes
5512	Lyon	1,1327	0,5846	-1,0596	0,5846	-1,0596	-1,0596	0,0365	0,5846	1,1327	0,5846	0,5846	0,0365	1,6808	-0,5115	0,0365	-2,7039	-0,5115	0,5846	-1,0596	-1,0596	-0,5115	1,1327	1,1327	0,5846	1,1327	-0,5115	-0,5115	1,1327	-0,5115	-1,6077	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No
5602	Lyon	-0,1605	-0,1605	-0,1605	-0,1605	-0,8486	0,5275	0,5275	-0,8486	0,5275	-0,8486	-2,2247	0,5275	-0,1605	0,5275	0,5275	-0,8486	0,5275	-0,8486	0,5275	1,2156	-2,9128	-0,8486	0,5275	0,5275	1,2156	1,9037	0,5275	1,2156	0,5275	-0,8486	Both	Once a month	All year round	Most. Agree	Neither	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes
5603	Lyon	-0,0806	0,4032	0,887	0,4032	0,887	1,3708	-0,5644	-0,0806	-0,5644	-1,0483	-1,5321	1,3708	-1,0483	0,4032	-0,5644	-1,0483	0,887	-0,0806	-1,0483	1,8546	-1,5321	0,4032	-2,0159	0,4032	-0,5644	1,3708	1,3708	-0,5644	-0,5644	0,887	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes
5604	Lyon	1,6208	-0,3638	-0,86	1,6208	0,6285	0,6285	0,1323	-0,86	0,1323	-0,3638	1,6208	1,6208	-0,86	-0,86	1,1246	1,1246	-0,3638	-1,8523	-1,3562	0,1323	-0,86	0,1323	-0,3638	1,1246	-1,8523	0,1323	0,6285	-0,86	-0,86	0,1323	Both	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Most. Disa.	Comp. Agree	Comp. Agree	Neither	Comp. Disa.	Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No
5605	Lyon	0,9806	0,9806	-0,6846	-0,1295	0,4256	-0,1295	0,4256	-0,1295	0,9806	-1,7948	0,4256	0,9806	0,9806	-0,6846	0,9806	0,4256	-0,6846	0,9806	-0,1295	-1,7948	-1,2397	0,4256	-1,2397	0,9806	-1,2397	0,9806	0,9806	0,9806	-2,3498	-0,6846	Both	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Yes	No	No	No	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No
5606	Lyon	0,1534	0,8111	-1,1618	0,1534	0,1534	-0,5042	-1,8195	0,1534	0,8111	-1,8195	-0,5042	0,1534	-0,5042	0,8111	-1,1618	-0,5042	1,4687	-2,4771	1,4687	-1,1618	0,8111	0,8111	0,1534	-0,5042	0,1534	0,1534	0,8111	1,4687	0,8111	0,8111	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No
5607	Lyon	1,1875	0,3393	-1,7812	0,7634	0,3393	0,7634	-1,7812	0,3393	0,3393	-1,3571	1,1875	1,1875	0,7634	0,7634	-2,2053	-0,5089	0,3393	0,7634	-0,5089	-0,5089	0,7634	-1,3571	-0,0848	1,1875	-0,5089	0,3393	0,3393	1,1875	-1,3571	-0,933	Both	5 to 6 times a year	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No
5608	Lyon	-0,2563	-0,2563	-0,8055	-0,2563	1,3913	0,2929	-0,8055	1,3913	0,8421	-0,8055	0,2929	0,2929	0,2929	-0,2563	0,8421	1,3913	0,8421	0,2929	-2,453	0,8421	-1,9039	0,2929	1,3913	0,2929	-0,2563	-2,453	-0,2563	-0,8055	0,2929	0,2929	Both	Once a week or more	All year round	Most. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No
5609	Lyon	0,9314	1,3195	-0,6209	0,9314	-1,3971	0,9314	1,3195	0,5433	0,9314	1,3195	0,5433	0,5433	0,1552	0,9314	-1,7851	0,9314	0,5433	-1,3971	-1,7851	-1,3971	-0,2328	-1,3971	-1,009	-0,6209	-1,3971	0,1552	0,1552	0,1552	0,5433	0,1552	Both	Once every 2 weeks	All year round	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	Yes
5610	Lyon	0,4861	-0,7292	-1,5394	0,081	0,8912	-1,1343	-1,1343	-0,7292	1,2964	0,081	1,2964	0,8912	1,2964	0,8912	0,8912	-1,1343	1,7015	-1,1343	-1,5394	-1,1343	0,4861	0,4861	-0,3241	-0,7292	0,081	0,8912	0,8912	-1,5394	-0,7292	0,8912	Both	Once a month	All year round	Most. Agree	Most. Disa.	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Disa.	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes
5611	Lyon	0,9911	0,5191	0,9911	0,0472	0,0472	1,463	-1,3686	-1,3686	-0,8967	-1,3686	-0,4247	0,5191	0,0472	0,0472	0,5191	0,5191	-1,3686	0,5191	-1,3686	0,5191	1,463	0,5191	-0,4247	0,0472	1,463	-1,8405	1,463	-1,8405	0,5191	0,0472	Adults	Once a week or more	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Disa.	Comp. Agree	Comp. Agree	Comp. Agree	Most. Disa.	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes
5701	Lyon	0,0425	0,6798	-1,2321	0,0425	-0,5948	-0,5948	0,0425	-0,5948	-1,8694	-0,5948	-0,5948	1,3171	0,6798	0,6798	0,6798	2,5916	1,9544	0,0425	-0,5948	0,0425	1,3171	-0,5948	-0,5948	0,0425	0,0425	0,6798	0,6798	-0,5948	-1,2321	-1,8694	Both	5 to 6 times a year	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No
5702	Lyon	-0,5793	0,6621	-1,8207	-0,5793	0,6621	-1,8207	-0,5793	0,6621	-0,5793	-0,5793	-1,8207	0,6621	1,9035	-0,5793	-0,5793	0,6621	-0,5793	0,6621	-1,8207	0,6621	1,9035	0,6621	0,6621	0,6621	0,6621	0,6621	0,6621	0,6621	-0,5793	-0,5793	Adults	Once a month	All year round	Most. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Disa.	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes
5703	Lyon	1,2157	1,2157	1,2157	0,5869	-0,6708	-0,0419	0,5869	-0,0419	1,2157	-1,2996	1,2157	-0,6708	1,2157	0,5869	-0,6708	0,5869	-0,6708	0,5869	-0,6708	-0,0419	-0,0419	-2,5573	-0,0419	0,5869	-0,0419	-0,0419	1,2157	-1,2996	-1,2996	-1,9284	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes
5704	Lyon	-0,5704	1,3308	0,8555	0,3802	1,3308	0,3802	0,8555	0,8555	0,3802	0,3802	-1,9962	-0,0951	0,8555	0,8555	-1,0456	-1,5209	-1,5209	-0,0951	1,3308	-1,5209	-1,9962	-0,5704	-0,0951	-0,5704	0,8555	-0,0951	0,8555	-1,0456	0,8555	0,3802	Both	Once a week or more	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No
5705	Lyon	-0,8724	-0,8724	-0,4434	1,7019	1,2729	-0,8724	-0,0143	1,2729	-1,3015	-1,7305	0,4148	-0,4434	1,2729	1,7019	-1,3015	-0,4434	-0,0143	-1,3015	1,2729	0,4148	-0,4434	-1,3015	0,4148	-0,8724	-0,0143	1,2729	0,4148	-0,0143	-0,4434	1,2729	Both	Once a week or more	All year round	Comp. Agree	Comp. Disa.	Most. Disa.	Comp. Agree	Most. Disa.	Comp. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No
5706	Lyon	-1,3452	0,6234	-0,853	-0,853	0,6234	-0,853	0,1312	0,1312	-1,3452	-0,853	-0,853	1,1155	1,1155	1,1155	0,6234	-1,3452	-0,853	1,6076	1,6076	-1,3452	0,1312	0,6234	-0,3609	0,1312	-1,3452	1,1155	-0,3609	1,6076	-0,853	1,1155	Adults	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Most. Disa.	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	Yes
5707	Lyon	-0,0358	-0,0358	-1,1107	1,5765	0,5016	-0,5733	-0,0358	-0,0358	-0,5733	-1,6481	-0,5733	0,5016	1,5765	-0,5733	1,039	0,5016	1,039	-0,0358	-0,5733	-1,6481	-2,1856	1,039	-1,6481	0,5016	1,5765	-0,5733	-0,0358	1,039	-0,0358	1,039	Both	Once a week or more	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	No	No
